journey_id,trip_id,journey_start_datetime,journey_start_lat,journey_start_lon,journey_start_insee,journey_start_postcode,journey_start_town,journey_start_country,journey_end_datetime,journey_end_lat,journey_end_lon,journey_end_insee,journey_end_postcode,journey_end_town,journey_end_country,journey_distance,journey_duration
1604112,a50465ca-48fe-424a-be0a-4b83dce0e7ad,2019-12-07T15:15:00.000Z,45.79,4.817,69123,69001,Lyon,France,2019-12-07T15:30:00.000Z,45.728,4.815,69142,69350,La Mulatière,France,8888,1170
1643943,7b8c7389-5f9e-4e25-b3b8-0992957f4f13,2019-12-07T15:45:00.000Z,45.99,4.73,69264,69400,Villefranche-sur-Saône,France,2019-12-07T15:45:00.000Z,45.95,4.69,69156,69480,Pommiers,France,8805,634
1645088,699a9ef2-10be-445a-b68b-5213a744fee8,2019-12-07T18:15:00.000Z,45.773,4.85,69123,69001,Lyon,France,2019-12-07T18:15:00.000Z,45.756,4.862,69123,69001,Lyon,France,4083,294
1645790,8af8af7e-35da-4bab-87ad-859cc0931b22,2019-12-07T20:30:00.000Z,45.99,4.73,69264,69400,Villefranche-sur-Saône,France,2019-12-07T21:15:00.000Z,45.714,4.879,69259,69200,Vénissieux,France,32250,2322
1645786,95a66ed2-b1fb-4340-8b76-223d406a33bd,2019-12-07T21:15:00.000Z,45.705,4.888,69259,69200,Vénissieux,France,2019-12-07T21:15:00.000Z,45.731,4.833,69123,69001,Lyon,France,8388,604
1645895,0e9449df-341e-4cc9-9c00-e46c548b9127,2019-12-07T22:45:00.000Z,45.739,4.8180000000000005,69123,69001,Lyon,France,2019-12-07T23:30:00.000Z,46.11,4.72,69019,69220,Belleville-en-Beaujolais,France,31874,2295
1657343,9f9981e4-eb06-45cf-b0f1-0329910910b5,2019-12-08T14:15:00.000Z,45.89,4.43,69243,69170,Tarare,France,2019-12-08T14:45:00.000Z,45.766000000000005,4.803999999999999,69123,69001,Lyon,France,29486,2123
1673711,8ad02adf-051e-42ea-b89a-6b9b8b3ccc95,2019-12-09T05:00:00.000Z,46.1,4.75,69019,69220,Belleville-en-Beaujolais,France,2019-12-09T05:30:00.000Z,45.731,4.833,69123,69001,Lyon,France,30694,2210
1673733,d766d5ab-0b4a-40f1-8182-f4bf0485a479,2019-12-09T05:00:00.000Z,45.97,4.7,69115,69400,Limas,France,2019-12-09T05:30:00.000Z,45.751000000000005,4.838,69123,69001,Lyon,France,26208,1887
1673721,61a92330-7200-4d68-ad92-c2b98b6acd71,2019-12-09T05:00:00.000Z,45.98,4.72,69264,69400,Villefranche-sur-Saône,France,2019-12-09T05:30:00.000Z,45.778,4.91,69256,69120,Vaulx-en-Velin,France,25083,1806
1673911,0d01cc97-26b1-4d8c-8b44-ad022faa9912,2019-12-09T05:15:00.000Z,45.98,4.72,69264,69400,Villefranche-sur-Saône,France,2019-12-09T05:45:00.000Z,45.74,4.93,69271,69680,Chassieu,France,29541,2127
1674485,b91d80bf-5886-4895-8f1c-680c7173ec82,2019-12-09T05:45:00.000Z,46.1,4.74,69019,69220,Belleville-en-Beaujolais,France,2019-12-09T06:15:00.000Z,45.776,4.803,69123,69001,Lyon,France,26041,1875
1675383,80083a7c-6dbb-445b-9bdb-23850c1f9be0,2019-12-09T05:45:00.000Z,46.12,4.73,69019,69220,Belleville-en-Beaujolais,France,2019-12-09T06:30:00.000Z,45.765,4.922,69256,69120,Vaulx-en-Velin,France,36138,2602
1675036,4369830a-092d-4479-8135-036a6154d93d,2019-12-09T05:45:00.000Z,45.669,4.856,69276,69320,Feyzin,France,2019-12-09T06:15:00.000Z,45.782,4.766,69081,69130,Écully,France,19888,1432
1675391,cf61fbbf-f837-47fd-86c8-775e7a730df2,2019-12-09T05:45:00.000Z,45.99,4.71,69264,69400,Villefranche-sur-Saône,France,2019-12-09T06:15:00.000Z,45.768,4.7860000000000005,69244,69160,Tassin-la-Demi-Lune,France,21138,1522
1675324,80083a7c-6dbb-445b-9bdb-23850c1f9be0,2019-12-09T05:45:00.000Z,45.97,4.73,69264,69400,Villefranche-sur-Saône,France,2019-12-09T06:15:00.000Z,45.781000000000006,4.886,69266,69100,Villeurbanne,France,22472,1618
1675359,a457055d-4514-4e1c-9e8c-5541ff296ab2,2019-12-09T05:45:00.000Z,45.59,4.76,69091,69700,Givors,France,2019-12-09T06:00:00.000Z,45.71,4.96,69290,69800,Saint-Priest,France,17458,1257
1676333,6ca739b6-83e2-4dab-89cb-dce2f4c878c4,2019-12-09T06:00:00.000Z,45.762,4.912,69266,69100,Villeurbanne,France,2019-12-09T06:15:00.000Z,45.84,4.73,69117,69380,Lissieu,France,20569,1481
1675633,e225d521-efa6-4992-8941-d209f26489aa,2019-12-09T06:00:00.000Z,45.781000000000006,4.886,69266,69100,Villeurbanne,France,2019-12-09T06:15:00.000Z,45.7,4.9,69290,69800,Saint-Priest,France,10527,758
1675575,e225d521-efa6-4992-8941-d209f26489aa,2019-12-09T06:00:00.000Z,45.782,4.877,69266,69100,Villeurbanne,France,2019-12-09T06:15:00.000Z,45.7,4.9,69290,69800,Saint-Priest,France,11680,841
1675907,67ae87d1-e966-48d3-838b-113b6ff21898,2019-12-09T06:00:00.000Z,45.785,4.93,69256,69120,Vaulx-en-Velin,France,2019-12-09T06:30:00.000Z,45.751999999999995,4.8260000000000005,69123,69001,Lyon,France,15805,1138
1675872,593c212c-e6f5-42d4-8759-fbdf196d50d4,2019-12-09T06:00:00.000Z,45.82,4.9,69286,69140,Rillieux-la-Pape,France,2019-12-09T06:15:00.000Z,45.726000000000006,4.838,69123,69001,Lyon,France,18111,1304
1674564,ee794e40-e8b0-408a-a088-576ca7403497,2019-12-09T06:00:00.000Z,45.788000000000004,4.852,69034,69300,Caluire-et-Cuire,France,2019-12-09T06:15:00.000Z,45.81,4.77,69116,69760,Limonest,France,13611,980
1636602,710ad8a3-e4d5-457e-a993-65fa14236093,2019-12-09T06:00:00.000Z,45.85,4.68,69121,69380,Lozanne,France,2019-12-09T06:45:00.000Z,45.761,4.91,69266,69100,Villeurbanne,France,28249,1983
1675695,b3da8045-79ae-4b05-8d0e-2a9987827f19,2019-12-09T06:00:00.000Z,45.98,4.72,69264,69400,Villefranche-sur-Saône,France,2019-12-09T06:30:00.000Z,45.748999999999995,4.825,69123,69001,Lyon,France,22069,1589
1674542,4b079fa6-fdac-4150-851e-a2883d3f372e,2019-12-09T06:00:00.000Z,45.98,4.71,69264,69400,Villefranche-sur-Saône,France,2019-12-09T06:30:00.000Z,45.763000000000005,4.845,69123,69001,Lyon,France,26138,1882
1674526,5a9c81bf-215e-4b42-9455-d210d909cc70,2019-12-09T06:00:00.000Z,45.92,4.58,69024,69620,Val d'Oingt,France,2019-12-09T06:45:00.000Z,45.754,4.843999999999999,69123,69001,Lyon,France,31319,2255
1633063,92a45f14-9a1b-40aa-8194-34e4b593394b,2019-12-09T06:15:00.000Z,45.754,4.834,69123,69001,Lyon,France,2019-12-09T06:30:00.000Z,45.67,4.77,69027,69530,Brignais,France,14533,1281
1675493,f2e866fd-63d1-45da-a020-885a5df1ffee,2019-12-09T06:15:00.000Z,45.768,4.849,69123,69001,Lyon,France,2019-12-09T06:30:00.000Z,45.71,4.93,69290,69800,Saint-Priest,France,13125,945
1674628,22feac38-12d6-4041-bdaa-fd4bf1efd875,2019-12-09T06:15:00.000Z,45.738,4.852,69123,69001,Lyon,France,2019-12-09T06:30:00.000Z,45.8,4.76,69072,69570,Dardilly,France,12263,883
1675067,b8afed79-01b1-4786-b8f1-80c27cb130fe,2019-12-09T06:15:00.000Z,45.757,4.855,69123,69001,Lyon,France,2019-12-09T06:45:00.000Z,45.78,4.7,69127,69280,Marcy-l'Étoile,France,18069,1301
1675821,8c0c9a0f-fdcb-4cee-92c5-557bc4a853d8,2019-12-09T06:15:00.000Z,45.77,4.814,69123,69001,Lyon,France,2019-12-09T06:45:00.000Z,45.97,4.73,69264,69400,Villefranche-sur-Saône,France,19333,1392
1635471,e908702e-4dfb-4d21-bec0-d45a2b4c1377,2019-12-09T06:15:00.000Z,45.753,4.833,69123,69001,Lyon,France,2019-12-09T06:45:00.000Z,45.68,4.77,69027,69530,Brignais,France,10110,1448
1675478,06c710bf-b076-4a96-a920-2c23c4e9d4fd,2019-12-09T06:15:00.000Z,45.762,4.915,69266,69100,Villeurbanne,France,2019-12-09T06:30:00.000Z,45.778999999999996,4.871,69266,69100,Villeurbanne,France,6069,437
1674886,70556e6b-9b34-4c02-914e-648ad70eb432,2019-12-09T06:15:00.000Z,45.75899999999999,4.877,69266,69100,Villeurbanne,France,2019-12-09T06:30:00.000Z,45.71,4.92,69290,69800,Saint-Priest,France,9444,680
1676408,2d3eb94e-f899-437f-b37e-0a8b2b5eb409,2019-12-09T06:15:00.000Z,45.83,4.61,69010,69210,L'Arbresle,France,2019-12-09T06:30:00.000Z,45.77,4.74,69044,69260,Charbonnières-les-Bains,France,14124,1017
1676395,50828e11-5a4d-4ec1-a8af-3313e65e29eb,2019-12-09T06:15:00.000Z,45.62,4.81,69294,69360,Sérézin-du-Rhône,France,2019-12-09T06:30:00.000Z,45.792,4.838,69034,69300,Caluire-et-Cuire,France,18916,1362
1636599,9bcadc98-0ef4-4bc9-ae71-9fe0aa64eca4,2019-12-09T06:15:00.000Z,45.86,4.66,69020,69380,Belmont-d'Azergues,France,2019-12-09T06:45:00.000Z,45.758,4.916,69266,69100,Villeurbanne,France,33665,2084
1632289,052b9002-8e39-49a5-8478-f60b72ddd1e0,2019-12-09T06:15:00.000Z,45.83,4.73,69117,69380,Lissieu,France,2019-12-09T06:45:00.000Z,45.758,4.916,69266,69100,Villeurbanne,France,23358,1484
1675921,83c41557-c3ee-4dcb-8067-af4ec9c94de1,2019-12-09T06:15:00.000Z,45.98,4.73,69264,69400,Villefranche-sur-Saône,France,2019-12-09T06:45:00.000Z,45.739,4.8180000000000005,69123,69001,Lyon,France,23569,1697
1674821,85a4f6c1-9b00-4b18-9dee-6a6ce6d5b964,2019-12-09T06:15:00.000Z,45.93,4.71,69009,69480,Anse,France,2019-12-09T06:45:00.000Z,45.754,4.833,69123,69001,Lyon,France,24777,1784
1676041,fa407675-4dda-42e2-85b3-a2858125fbc2,2019-12-09T06:15:00.000Z,45.6,4.79,69096,69520,Grigny,France,2019-12-09T06:30:00.000Z,45.739,4.8180000000000005,69123,69001,Lyon,France,17402,1253
1675731,8a700e69-c6eb-4e1f-b882-ce6cf6b2e674,2019-12-09T06:15:00.000Z,45.73,4.67,69255,69670,Vaugneray,France,2019-12-09T06:45:00.000Z,45.738,4.824,69123,69001,Lyon,France,19319,1391
1677691,8b21b7f3-3b7e-489e-a638-154929fb05de,2019-12-09T06:30:00.000Z,45.74,4.823,69123,69001,Lyon,France,2019-12-09T06:45:00.000Z,45.69,4.76,69043,69630,Chaponost,France,11013,793
1679126,8b21b7f3-3b7e-489e-a638-154929fb05de,2019-12-09T06:30:00.000Z,45.773999999999994,4.827,69123,69001,Lyon,France,2019-12-09T06:30:00.000Z,45.754,4.833,69123,69001,Lyon,France,6402,461
1679253,f414f3c4-200c-48d7-9fc9-704f72bf77aa,2019-12-09T06:30:00.000Z,45.738,4.852,69123,69001,Lyon,France,2019-12-09T06:45:00.000Z,45.81,4.9,69286,69140,Rillieux-la-Pape,France,16888,1216
1678954,73a30957-9f93-4f27-b84d-e761c14673e3,2019-12-09T06:30:00.000Z,45.748000000000005,4.828,69123,69001,Lyon,France,2019-12-09T06:45:00.000Z,45.68,4.782,69204,69230,Saint-Genis-Laval,France,10111,728
1677037,24eeb227-48ef-4eef-bb24-e6e8f7412016,2019-12-09T06:30:00.000Z,45.75899999999999,4.837,69123,69001,Lyon,France,2019-12-09T07:00:00.000Z,45.68,4.77,69027,69530,Brignais,France,15958,1149
1633865,e9b4386d-ce64-43dc-9c45-375946bcd946,2019-12-09T06:30:00.000Z,45.753,4.893,69123,69001,Lyon,France,2019-12-09T06:45:00.000Z,45.788999999999994,4.865,69034,69300,Caluire-et-Cuire,France,8297,788
1678404,c7db4497-dcb7-4e91-9ca7-524aec9a84ce,2019-12-09T06:30:00.000Z,45.778,4.862,69266,69100,Villeurbanne,France,2019-12-09T06:45:00.000Z,45.71,4.93,69290,69800,Saint-Priest,France,13347,961
1676997,aa313cbb-11be-4b69-95a0-6fcb9a9d8efa,2019-12-09T06:30:00.000Z,45.753,4.912,69266,69100,Villeurbanne,France,2019-12-09T06:30:00.000Z,45.782,4.877,69266,69100,Villeurbanne,France,5861,422
1634788,0eb1688e-0263-444d-9f04-34b0082cf6a9,2019-12-09T06:30:00.000Z,45.771,4.861000000000001,69266,69100,Villeurbanne,France,2019-12-09T07:00:00.000Z,45.7,4.93,69290,69800,Saint-Priest,France,14380,1298
1679574,a4bcbe0d-6947-460e-923b-ff83efab22dd,2019-12-09T06:30:00.000Z,45.773999999999994,4.868,69266,69100,Villeurbanne,France,2019-12-09T06:45:00.000Z,45.76,5.01,69282,69330,Meyzieu,France,13916,1002
1679300,b017a78d-76e5-44de-b383-a7dd3b01a5fd,2019-12-09T06:30:00.000Z,45.728,4.78,69202,69110,Sainte-Foy-lès-Lyon,France,2019-12-09T06:45:00.000Z,45.8,4.77,69116,69760,Limonest,France,11972,862
1678010,0485ac1a-b746-4c9f-9681-026667de9127,2019-12-09T06:30:00.000Z,46.1,4.74,69019,69220,Belleville-en-Beaujolais,France,2019-12-09T07:00:00.000Z,45.787,4.7989999999999995,69123,69001,Lyon,France,24472,1762
1678011,5928455d-7ce6-4563-ad3e-b70a2b369039,2019-12-09T06:30:00.000Z,45.87,4.83,69143,69250,Neuville-sur-Saône,France,2019-12-09T07:00:00.000Z,45.761,4.7780000000000005,69244,69160,Tassin-la-Demi-Lune,France,16763,1207
1679151,fbdbcb04-3c04-423f-94a2-19103cc72e81,2019-12-09T06:30:00.000Z,45.76,4.99,69282,69330,Meyzieu,France,2019-12-09T06:30:00.000Z,45.757,4.936,69275,69150,Décines-Charpieu,France,7583,546
1679182,fe24f42f-80cb-43ed-8c51-f82d396e2197,2019-12-09T06:30:00.000Z,45.733000000000004,4.908,69029,69500,Bron,France,2019-12-09T06:30:00.000Z,45.751999999999995,4.9,69029,69500,Bron,France,3333,240
1606935,ebf87f8c-d4df-44dc-a9d5-6333eac658fa,2019-12-09T06:30:00.000Z,45.727,4.908,69029,69500,Bron,France,2019-12-09T06:45:00.000Z,45.783,4.871,69266,69100,Villeurbanne,France,11925,860
1678828,d3499814-e74b-498d-a76c-f49c23464f7d,2019-12-09T06:30:00.000Z,45.716,4.813,69149,69600,Oullins,France,2019-12-09T06:45:00.000Z,45.786,4.776,69081,69130,Écully,France,11972,862
1678692,37697f6c-6950-4a00-807d-48537744eba7,2019-12-09T06:30:00.000Z,45.7,4.47,69201,69610,Sainte-Foy-l'Argentière,France,2019-12-09T07:00:00.000Z,45.81,4.77,69116,69760,Limonest,France,30888,2224
1677003,a2d95415-3204-4c33-aa6b-2fb7880441a0,2019-12-09T06:30:00.000Z,45.88,4.8,69207,69650,Saint-Germain-au-Mont-d'Or,France,2019-12-09T06:45:00.000Z,45.77,4.856,69123,69001,Lyon,France,18680,1345
1678561,f44a4d45-769f-4b6a-9f39-913cbc0973ec,2019-12-09T06:30:00.000Z,45.65,4.98,69298,69780,Toussieu,France,2019-12-09T06:45:00.000Z,45.705,4.888999999999999,69259,69200,Vénissieux,France,13138,946
1677620,3bfe6217-6dd1-4cc2-8bed-194af4562746,2019-12-09T06:45:00.000Z,45.746,4.833,69123,69001,Lyon,France,2019-12-09T07:00:00.000Z,45.81,4.75,69072,69570,Dardilly,France,10625,765
1632278,c3a683ad-0ee5-4488-9608-346514255c04,2019-12-09T06:45:00.000Z,45.748000000000005,4.83,69123,69001,Lyon,France,2019-12-09T07:00:00.000Z,45.8,4.77,69116,69760,Limonest,France,9205,851
1677024,b681f851-2e5d-4e36-af8c-f3feddc12de6,2019-12-09T06:45:00.000Z,45.763000000000005,4.845,69123,69001,Lyon,France,2019-12-09T07:30:00.000Z,45.89,4.43,69243,69170,Tarare,France,33833,2436
1679121,b681f851-2e5d-4e36-af8c-f3feddc12de6,2019-12-09T06:45:00.000Z,45.78,4.834,69123,69001,Lyon,France,2019-12-09T07:30:00.000Z,45.88,4.43,69243,69170,Tarare,France,34583,2490
1635472,0aad1807-dfef-4d0a-ace5-f08b62faa88d,2019-12-09T06:45:00.000Z,45.751999999999995,4.85,69123,69001,Lyon,France,2019-12-09T07:15:00.000Z,45.8,4.77,69116,69760,Limonest,France,11423,1237
1677644,454604ca-5b31-4e77-a1e7-9f4a5d5d87f6,2019-12-09T06:45:00.000Z,45.763000000000005,4.79,69123,69001,Lyon,France,2019-12-09T07:00:00.000Z,45.79,4.859,69034,69300,Caluire-et-Cuire,France,10041,723
1677893,543475b8-f2fc-4f98-b2e7-9d602a5fa1f1,2019-12-09T06:45:00.000Z,45.773999999999994,4.868,69266,69100,Villeurbanne,France,2019-12-09T07:00:00.000Z,45.758,4.775,69244,69160,Tassin-la-Demi-Lune,France,12555,904
1677290,1fb1c546-528f-4e5b-91fa-57e38d56f9bf,2019-12-09T06:45:00.000Z,45.773999999999994,4.868,69266,69100,Villeurbanne,France,2019-12-09T07:15:00.000Z,45.7,4.8069999999999995,69152,69310,Pierre-Bénite,France,14625,1053
1679419,85ed8490-5f02-48d1-815e-0ea8d768b797,2019-12-09T06:45:00.000Z,45.778,4.878,69266,69100,Villeurbanne,France,2019-12-09T07:00:00.000Z,45.78,4.7669999999999995,69081,69130,Écully,France,13722,988
1635478,af92e44b-4bbe-49b6-a5ca-c3e884807ced,2019-12-09T06:45:00.000Z,45.75,4.74,69205,69290,Saint-Genis-les-Ollières,France,2019-12-09T07:15:00.000Z,45.773999999999994,4.874,69266,69100,Villeurbanne,France,16477,1681
1679336,6116cfb9-fb34-428b-b1b5-8572480b4242,2019-12-09T06:45:00.000Z,45.797,4.875,69034,69300,Caluire-et-Cuire,France,2019-12-09T06:45:00.000Z,45.777,4.925,69256,69120,Vaulx-en-Velin,France,8347,601
1677599,fa92aedf-febb-4d89-817a-776308c5cdbc,2019-12-09T06:45:00.000Z,45.98,4.72,69264,69400,Villefranche-sur-Saône,France,2019-12-09T07:00:00.000Z,45.8,4.76,69072,69570,Dardilly,France,16000,1152
1679481,3e6d39bf-fd3d-4df1-ac0b-69001de543e4,2019-12-09T06:45:00.000Z,45.98,4.74,69264,69400,Villefranche-sur-Saône,France,2019-12-09T07:00:00.000Z,45.81,4.9,69286,69140,Rillieux-la-Pape,France,19763,1423
1679107,fa92aedf-febb-4d89-817a-776308c5cdbc,2019-12-09T06:45:00.000Z,45.98,4.72,69264,69400,Villefranche-sur-Saône,France,2019-12-09T07:00:00.000Z,45.766000000000005,4.803999999999999,69123,69001,Lyon,France,22416,1614
1679001,ba3d7465-cfb5-4445-977a-421fc929e77b,2019-12-09T06:45:00.000Z,45.67,4.76,69027,69530,Brignais,France,2019-12-09T07:00:00.000Z,45.756,4.8580000000000005,69123,69001,Lyon,France,16361,1178
1679855,ba3d7465-cfb5-4445-977a-421fc929e77b,2019-12-09T06:45:00.000Z,45.67,4.76,69027,69530,Brignais,France,2019-12-09T07:00:00.000Z,45.754,4.843999999999999,69123,69001,Lyon,France,14444,1040
1677001,15d7cfc4-3841-45d1-b005-9fc2f6d47984,2019-12-09T06:45:00.000Z,45.73,4.46,69220,69930,Saint-Laurent-de-Chamousset,France,2019-12-09T07:30:00.000Z,45.82,4.76,69072,69570,Dardilly,France,31513,2269
1678598,00301134-5007-484b-bcdf-4acefedd1e36,2019-12-09T07:00:00.000Z,45.747,4.789,69123,69001,Lyon,France,2019-12-09T07:00:00.000Z,45.75899999999999,4.837,69123,69001,Lyon,France,5833,420
1678144,baa1a9be-c50c-46d9-a645-bf3320381c00,2019-12-09T07:00:00.000Z,45.751999999999995,4.8260000000000005,69123,69001,Lyon,France,2019-12-09T07:15:00.000Z,45.8,4.77,69116,69760,Limonest,France,8486,611
1678392,22d5669a-e762-4504-998e-fdcc53137742,2019-12-09T07:00:00.000Z,45.743,4.8469999999999995,69123,69001,Lyon,France,2019-12-09T07:15:00.000Z,45.705,4.831,69152,69310,Pierre-Bénite,France,10055,724
1634246,aab46240-1953-4573-8654-438122139301,2019-12-09T07:00:00.000Z,45.772,4.845,69123,69001,Lyon,France,2019-12-09T07:15:00.000Z,45.786,4.772,69081,69130,Écully,France,8076,1271
1677685,2a76392d-2c31-4c64-9a6d-899ab56aef22,2019-12-09T07:00:00.000Z,45.723,4.883,69123,69001,Lyon,France,2019-12-09T07:00:00.000Z,45.745,4.848,69123,69001,Lyon,France,5458,393
1678358,fb056ac7-718c-486c-a87f-f89b885013f7,2019-12-09T07:00:00.000Z,45.775,4.801,69123,69001,Lyon,France,2019-12-09T07:30:00.000Z,45.99,4.71,69264,69400,Villefranche-sur-Saône,France,21388,1540
1678980,4f269119-8e35-4892-946d-c705197e9b22,2019-12-09T07:00:00.000Z,45.755,4.851,69123,69001,Lyon,France,2019-12-09T07:30:00.000Z,45.68,4.77,69027,69530,Brignais,France,18430,1327
1679421,7f32f772-7716-41ab-88bc-4c83113dd663,2019-12-09T07:00:00.000Z,45.754,4.852,69123,69001,Lyon,France,2019-12-09T07:15:00.000Z,45.8,4.76,69072,69570,Dardilly,France,12166,876
1678192,937cd793-519c-4a9a-ac99-26b7eb79ed90,2019-12-09T07:00:00.000Z,45.751999999999995,4.8260000000000005,69123,69001,Lyon,France,2019-12-09T07:15:00.000Z,45.8,4.75,69072,69570,Dardilly,France,9972,718
1679745,0ac2bb89-277a-4710-95bb-0722816241e0,2019-12-09T07:00:00.000Z,45.775,4.861000000000001,69266,69100,Villeurbanne,France,2019-12-09T07:15:00.000Z,45.768,4.7860000000000005,69244,69160,Tassin-la-Demi-Lune,France,9291,669
1677119,0d32e148-e4ed-49df-928e-4762411ffc9e,2019-12-09T07:00:00.000Z,45.778,4.878,69266,69100,Villeurbanne,France,2019-12-09T07:30:00.000Z,45.65,4.75,69268,69390,Vourles,France,19875,1431
1678924,e69a000a-eba6-462d-8954-63e803b18132,2019-12-09T07:00:00.000Z,45.778,4.862,69266,69100,Villeurbanne,France,2019-12-09T07:15:00.000Z,45.74,4.74,69069,69290,Craponne,France,16694,1202
1678859,5083f9da-922e-4929-b32b-dff2af386405,2019-12-09T07:00:00.000Z,45.776,4.871,69266,69100,Villeurbanne,France,2019-12-09T07:15:00.000Z,45.71,4.92,69290,69800,Saint-Priest,France,11194,806
1678008,9d3101f6-68d2-4731-a143-d11d51929295,2019-12-09T07:00:00.000Z,45.778999999999996,4.871,69266,69100,Villeurbanne,France,2019-12-09T07:15:00.000Z,45.79,4.8,69194,69370,Saint-Didier-au-Mont-d'Or,France,9222,664
1609570,0ff63b61-cb4b-45b6-8db8-6652ec5c2807,2019-12-09T07:00:00.000Z,45.773999999999994,4.869,69266,69100,Villeurbanne,France,2019-12-09T08:00:00.000Z,45.703,4.805,69204,69230,Saint-Genis-Laval,France,20324,3762
1678877,d3f6d7d8-ad60-48ba-8731-09af4b90db64,2019-12-09T07:00:00.000Z,45.769,4.878,69266,69100,Villeurbanne,France,2019-12-09T07:15:00.000Z,45.71,4.93,69290,69800,Saint-Priest,France,11277,812
1678466,27b5b0f5-3dea-43be-bde1-4dbe40628b6a,2019-12-09T07:00:00.000Z,45.771,4.908,69256,69120,Vaulx-en-Velin,France,2019-12-09T07:15:00.000Z,45.71,4.96,69290,69800,Saint-Priest,France,11166,804
1677124,452a8857-390b-477e-afac-4599b4cb38f6,2019-12-09T07:00:00.000Z,45.89,4.43,69243,69170,Tarare,France,2019-12-09T07:30:00.000Z,45.8,4.77,69116,69760,Limonest,France,24041,1731
1677476,afc5a32b-baad-4938-b90e-73305dee3d2d,2019-12-09T07:00:00.000Z,45.738,4.927,69029,69500,Bron,France,2019-12-09T07:15:00.000Z,45.71,4.96,69290,69800,Saint-Priest,France,6541,471
1679101,2da31c80-a7a9-497c-afe8-47a1266f2cf1,2019-12-09T07:15:00.000Z,45.748999999999995,4.825,69123,69001,Lyon,France,2019-12-09T07:45:00.000Z,45.99,4.71,69264,69400,Villefranche-sur-Saône,France,23305,1678
1632527,4c0b70d0-e1a3-421e-a95c-4f01e1acb7e6,2019-12-09T07:15:00.000Z,45.775,4.8,69123,69001,Lyon,France,2019-12-09T07:30:00.000Z,45.81,4.77,69116,69760,Limonest,France,8709,945
1679711,39d8e5b2-11d0-48d4-afc3-e73cdf8c5dce,2019-12-09T07:15:00.000Z,45.748000000000005,4.813,69123,69001,Lyon,France,2019-12-09T07:30:00.000Z,45.785,4.765,69081,69130,Écully,France,9333,672
1678802,257eebe1-b4d0-4807-9f0d-5900d900961a,2019-12-09T07:15:00.000Z,45.763999999999996,4.834,69123,69001,Lyon,France,2019-12-09T07:30:00.000Z,45.733999999999995,4.8389999999999995,69123,69001,Lyon,France,6958,501
1637932,7d32cf8f-55a0-438f-bbd9-17cdf82f48f8,2019-12-09T07:15:00.000Z,45.773999999999994,4.803,69123,69001,Lyon,France,2019-12-09T07:30:00.000Z,45.81,4.77,69116,69760,Limonest,France,6976,923
1677486,621e2675-b8a9-43be-921b-71f928de368e,2019-12-09T07:15:00.000Z,45.772,4.88,69266,69100,Villeurbanne,France,2019-12-09T07:30:00.000Z,45.71,4.93,69290,69800,Saint-Priest,France,11597,835
1679882,454cd5ba-7604-4492-9463-2e0af1753af2,2019-12-09T07:15:00.000Z,46.02,4.72,69013,69400,Arnas,France,2019-12-09T07:30:00.000Z,45.81,4.77,69116,69760,Limonest,France,13888,1000
1679910,454cd5ba-7604-4492-9463-2e0af1753af2,2019-12-09T07:15:00.000Z,46.02,4.72,69013,69400,Arnas,France,2019-12-09T07:30:00.000Z,45.81,4.77,69116,69760,Limonest,France,13888,1000
1678688,648ef054-3c0a-4abd-8970-a4113b06b514,2019-12-09T07:15:00.000Z,45.98,4.74,69264,69400,Villefranche-sur-Saône,France,2019-12-09T07:30:00.000Z,45.81,4.77,69116,69760,Limonest,France,13638,982
1678114,f8c2c341-ff98-42ec-8ab5-ca1cf6aaf1e8,2019-12-09T07:15:00.000Z,45.67,4.76,69027,69530,Brignais,France,2019-12-09T07:30:00.000Z,45.745,4.882,69123,69001,Lyon,France,17694,1274
1681242,25eb6667-6b50-4b00-9767-e071ebb57ec2,2019-12-09T07:30:00.000Z,45.801,4.8260000000000005,69123,69001,Lyon,France,2019-12-09T07:45:00.000Z,45.8,4.77,69116,69760,Limonest,France,9861,710
1680662,03efa2a6-d802-45fd-96ba-06b98202e5bb,2019-12-09T07:30:00.000Z,45.755,4.833,69123,69001,Lyon,France,2019-12-09T07:45:00.000Z,45.8,4.77,69116,69760,Limonest,France,9611,692
1680848,cea2ead6-5224-4624-b850-1f141a913359,2019-12-09T07:30:00.000Z,45.762,4.877,69266,69100,Villeurbanne,France,2019-12-09T07:45:00.000Z,45.71,4.92,69290,69800,Saint-Priest,France,10513,757
1680905,67a2d157-49ed-4c66-81d4-60ebf85f0b6f,2019-12-09T07:30:00.000Z,45.85,4.65,69050,69380,Châtillon,France,2019-12-09T08:00:00.000Z,45.773999999999994,4.793,69123,69001,Lyon,France,15972,1150
1680944,9cb7eb26-be53-4ee3-9a95-7177f43b2189,2019-12-09T08:00:00.000Z,45.785,4.8469999999999995,69034,69300,Caluire-et-Cuire,France,2019-12-09T08:00:00.000Z,45.77,4.863,69266,69100,Villeurbanne,France,4694,338
1680695,eab4d9b5-2564-4181-919e-b277a4660d56,2019-12-09T08:15:00.000Z,45.778999999999996,4.803,69123,69001,Lyon,France,2019-12-09T08:30:00.000Z,45.81,4.76,69072,69570,Dardilly,France,9319,671
